u,g,r,i,z,class,redshift,redshift_err
19.45265,17.59388,16.56981,16.09388,15.71477,GALAXY,0.09598922,2.098249E-05
19.43657,17.55271,16.53887,16.07576,15.68224,GALAXY,0.09646145,1.499954E-05
18.82707,17.6442,16.93735,16.40663,16.23416,GALAXY,0.1530452,1.114382E-05
19.03062,17.00139,15.95225,15.47786,15.07815,GALAXY,0.09712666,1.801793E-05
19.59199,18.23209,17.40474,16.9671,16.6778,GALAXY,0.09640187,3.616112E-05
18.46465,17.38102,17.07035,16.85632,16.67422,GALAXY,0.0417864,6.974451E-06
18.6659,17.10488,16.30095,15.90866,15.61473,GALAXY,0.09318234,1.242731E-05
19.51739,17.58386,16.69465,16.27061,15.94095,GALAXY,0.0738266,1.684067E-05
18356,17.22116,16.77323,16.51074,16.32857,GALAXY,0.04105986,7.656284E-06
18.80382,17.43721,16.77405,16.38015,16.11209,GALAXY,0.07315353,1.196906E-05
19.19676,17.96185,17.40475,17.05855,16.84623,GALAXY,0.06680561,1.301782E-05
19.43373,18.16975,17.48585,17.15189,16.90836,GALAXY,0.1362896,1.84859E-05
19.31485,18.05272,17.38255,16.99096,16.72564,GALAXY,0.1172067,1.289753E-05
18.81096,17.83298,17.47065,17.24517,17.06472,GALAXY,0.06547274,1.092793E-05
18.30595,17.0789,16.53522,16.20409,15.99686,GALAXY,0.06529403,1.292383E-05
19.5237,17.7892,17.00393,16.6061,16.31593,GALAXY,0.05172019,1.641069E-05
16.69794,15.53527,15.0187,14.78347,14.55972,GALAXY,0.01619722,9.065904E-06
18.13599,16.20307,15.29519,14.84526,14.49914,GALAXY,0.07563198,1.565874E-05
19.51074,17.67424,16.7759,16.3604,16.06209,GALAXY,0.08356421,2.054631E-05
18.73561,17.80627,17.3703,17.09661,16.89618,GALAXY,0.1050774,8.754527E-06
19.38486,18.15355,17.49706,17.11655,16.8728,GALAXY,0.09638651,2.446322E-05
19.38962,17.33984,16.33497,15.8794,15.52524,GALAXY,0.1059287,1.812872E-05
19.47421,18.71795,18.44689,18.11008,18.06175,GALAXY,0.09059157,6.252181E-06
18.82542,16.96909,16.03222,15.57846,15.23199,GALAXY,0.09638932,1.510434E-05
19.22042,17.83897,17.09688,16.6816,16.4082,GALAXY,0.09617601,1.128627E-05
18.01298,16.95132,16.55226,16.32358,16.16546,GALAXY,0.03970751,8.257998E-06
19.10801,17.32963,16.52337,16.13631,15.83495,GALAXY,0.05026915,1.444465E-05
18.24421,16.78687,15.97619,15.54994,15.22051,GALAXY,0.09639147,9.782539E-06
18.20279,16.62,15.75806,15.34839,15.02149,GALAXY,0.09635808,1.917332E-05
18.37282,18.13495,17.97248,18.02311,17.92998,QSO,0.9130076,0.0001470848
19.35942,17.86284,17.26231,16.96045,16.74168,GALAXY,0.03877994,1.615072E-05
19.2625,18.16561,17.59528,17.21904,17.00732,GALAXY,0.09987651,7.252713E-06
18.8062,17.27935,16.47469,16.03881,15.72656,GALAXY,0.03753402,5.00028E-06
18.21892,17.28857,16.92855,16.79046,16.72699,GALAXY,0,0
18.92547,18.77485,18.80585,18.63896,18.59389,QSO,1.764182,0.0003663399
19.55894,19.34759,19.20416,19.08419,19.28686,QSO,1.478902,0.0003833194
17.66118,15.70889,14.81166,14.37323,14.03684,GALAXY,0.03743362,7.948105E-06
18.70576,17.22287,16.52849,16.13316,15.83073,GALAXY,0.04267079,1.379042E-05
19.55245,17.5547,16.55705,16.05183,15.6738,GALAXY,0.06570604,1.835699E-05
18.76242,17.44982,16.81575,16.44021,16.23238,GALAXY,0.04942285,1.034249E-05
18.30767,17.19161,16.84423,16.66028,16.52507,GALAXY,0.01879848,5.91153E-06
18.92859,17.55897,16.79319,16.3647,16.03089,GALAXY,0.1038833,9.308177E-06
18.53499,17.5192,17.23818,17.02261,16.91004,GALAXY,0.0404985,4.691249E-06
19.12592,17.22086,16.29221,15.87,15.52082,GALAXY,0.09282136,1.633203E-05
19.56212,18.40665,17.75083,17.36666,17.14532,GALAXY,0.1032524,7.905724E-06
18.58202,16.88437,16.14484,15.79664,15.51617,GALAXY,0.03910039,8.987291E-06
19.04843,17.84134,17.14319,16.75075,16.5077,GALAXY,0.1470665,8.70004E-06
18.46888,16.97684,16.23181,15.76054,15.37844,GALAXY,0.03928244,7.154416E-06
19.40763,17.58533,16.63974,16.2109,15.85421,GALAXY,0.08505735,1.672378E-05
18.99864,17.6362,16.91906,16.51354,16.21074,GALAXY,0.08506013,9.549353E-06
18.43551,16.4795,15.52722,15.10672,14.76967,GALAXY,0.08476261,1.164029E-05
18.89824,17.09877,16.21249,15.80259,15.48896,GALAXY,0.07700895,1.723968E-05
19.18236,18.74254,18.24886,17.83299,17.69429,QSO,0.125678,4.203525E-05
19.5707,18.0491,17.14771,16.65088,16.26998,GALAXY,0.1025542,1.061898E-05
17.52138,16.13086,15.47546,15.09825,14.82743,GALAXY,0.03946274,1.274794E-05
19.16208,17.48619,16.58745,16.10377,15.73381,GALAXY,0.1027633,1.381496E-05
19.48619,18.29178,17.74865,17.4606,17.30389,GALAXY,0.0384457,1.196909E-05
19.51567,18.18458,17.68027,17.35907,17.28685,GALAXY,0.04028903,1.171263E-05
18.78297,18.75671,18.65552,18.52852,18.30926,QSO,2.005455,0.0004451056
19.39725,19.22364,19.14495,18.92683,19.07905,QSO,1.536287,0.0003632365
18.79857,17.59277,16.85862,16.38774,16.11484,GALAXY,0.1506296,1.065321E-05
19.29668,17.8871,17.13022,16.74105,16.4497,GALAXY,0.1370356,1.125584E-05
17.94157,16.47118,15.71915,15.30624,15.05404,GALAXY,0.08733761,1.427307E-05
19.06124,17.95011,17.41109,17.06178,16.8865,GALAXY,0.1232268,1.825858E-05
18.96314,17.07176,16.09534,15.65729,15.31437,GALAXY,0.09541489,1.829456E-05
19.27056,17.57314,16.65879,16.22038,15.89737,GALAXY,0.09574383,1.988419E-05
19.40928,18.32395,17.89311,17.54804,17.39179,GALAXY,0.0962357,7.012359E-06
19.47869,17.95703,17.04192,16.58644,16.26695,GALAXY,0.1181439,1.755478E-05
19.26876,17.43196,16.46959,15.93654,15.54735,GALAXY,0.07126098,2.486388E-05
19.09555,17.22228,16.27785,15.78948,15.42072,GALAXY,0.06782415,1.908203E-05
19.32983,17.86943,17.16662,16.80739,16.54872,GALAXY,0.06833427,1.661612E-05
18.85277,16.91111,15.99671,15.58444,15.23925,GALAXY,0.07466496,1.237968E-05
18.67105,18.35094,18.40539,18.20383,18.27278,QSO,0.5802391,0.0001192104
18.86759,17.27046,16.32317,15.82389,15.45654,GALAXY,0.1200633,2.232474E-05
17.80596,17.62556,17.28589,17.18533,17.1902,QSO,1.392492,5.892384E-05
18.84987,17.08325,16.20378,15.70997,15.2935,GALAXY,0.03907105,1.652156E-05
16.17373,14.29503,13.4294,13.01778,12.68242,GALAXY,0.03947056,1.113434E-05
19.03403,17863,17.41803,17.20513,17.09206,GALAXY,0.02576178,9.940878E-06
19.3415,17.70053,16.79068,16.36541,16.04687,GALAXY,0.140761,1.748035E-05
18.51301,16.53397,15.51453,15.05539,14.65698,GALAXY,0.08803225,1.915392E-05
19.50567,18051,17.31017,16.89709,16.57771,GALAXY,0.06730685,9.94095E-06
19.11097,17.93651,17.3724,16.9961,16.7718,GALAXY,0.08169953,7.342702E-06
17.07377,15.54805,14.8146,14.41728,14.11405,GALAXY,0.03854868,9.414208E-06
19.12262,17.78164,17.18157,16.8749,16.68585,GALAXY,0.05623049,2.530775E-05
19.54725,19.06249,18.9014,18.94046,18.85517,QSO,0.877317,0.000329106
17.13678,15.44387,14.61501,14.1817,13.86789,GALAXY,0.06292506,1.196966E-05
19.11143,18.10502,17.75696,17.47743,17.36701,GALAXY,0.06297269,7.610566E-06
19.1547,17.98277,17.15755,16.71047,16.41915,GALAXY,0.1536324,9.098472E-06
18972,18.69176,18.5131,18.4212,18.32383,QSO,0.7595012,0.0002423556
19.13251,17.15453,16.1845,15.7394,15.39719,GALAXY,0.09808062,2.06054E-05
19.5422,18.08779,17.37319,17.10596,16.91761,GALAXY,0.1841377,3.088992E-05
19.57536,18.33072,17.59694,17.15263,16.88388,GALAXY,0.09832358,9.090439E-06
19.23252,17.25886,16262,15.83086,15.49474,GALAXY,0.09702581,1.90822E-05
19.54337,17.84517,16.95884,16.54037,16.19872,GALAXY,0.09890851,2.809045E-05
18.88266,17.47959,16.82158,16.45022,16.17961,GALAXY,0.07287233,1.002427E-05
19.18307,17.66005,16.83644,16.35058,16.01181,GALAXY,0.06343078,6.406293E-06
18.92422,18.03983,17.50104,17.15022,17.0183,GALAXY,0.1802332,8.251453E-06
19.55682,17.63984,16.70963,16.28778,15.9686,GALAXY,0.07451127,1.760154E-05
18.76875,16.94027,16.02245,15.59484,15.25729,GALAXY,0.0993662,2.446183E-05
18.68803,16.70835,15.73489,15.29818,14.94783,GALAXY,0.09693082,2.436539E-05
19343,17.77038,16.86084,16.3681,16.02871,GALAXY,0.09933893,1.385437E-05
17.38237,16.16942,15.56552,15.2225,14.97996,GALAXY,0.0285547,8.653894E-06
18.37201,17.33949,16.9086,16.69166,16.52502,GALAXY,0.02867569,7.138003E-06
18.7904,17.65741,17.18448,16.87866,16.6921,GALAXY,0.06351299,7.524832E-06
17.70241,16.6369,16.06127,15.69662,15.46923,GALAXY,0.06904177,9.590384E-06
19.27814,17.79821,17.29449,16.94444,16.78738,GALAXY,0.07801542,7.266219E-06
19.21593,18.03726,17.46021,17.14484,16.90291,GALAXY,0.1136456,1.138164E-05
18.95633,17.84708,17.15287,16.74504,16.48077,GALAXY,0.1406462,9.707658E-06
18.7089,17.70302,16.97562,16.52917,16.26424,QSO,0.1139016,3.290119E-05
19.24065,18.88821,18.77241,18.76721,18.6314,QSO,0.7469769,0.0001622268
17.29599,15.77304,15.04432,14.64642,14.2955,GALAXY,0.0459212,1.116004E-05
19.30593,19.26371,18.94004,18.91269,19.03469,QSO,1.218141,0.0004979737
19.43599,18.13789,17.53131,17.21872,16.99184,GALAXY,0.07079065,1.431686E-05
18.97931,17.0784,16.01591,15.70568,15.38627,GALAXY,0.07033571,1.497005E-05
19.09358,17.89727,17.24434,16.85003,16.6393,GALAXY,0.1192957,1.239293E-05
17.91219,16.65834,16.04822,15.66336,15.42382,GALAXY,0.06333362,5.951101E-06
18.51408,17.34939,16.72847,16.45083,16.39164,GALAXY,0.1590277,1.623173E-05
18.90907,18.3962,18.40824,18.45596,18.48496,QSO,0.6725819,4.965873E-05
17.16294,16.0752,15.73972,15.5868,15.44164,GALAXY,0.01029377,7.620334E-06
19.58528,19.53575,19.52765,19.37065,19.19315,QSO,2.005525,0.0002811979
19.58925,18.36982,17.60006,17.22013,16.9307,GALAXY,0.1419757,1.073856E-05
19.10814,17.70614,16.93871,16.52806,16.35121,GALAXY,0.1137023,8.705531E-06
19.20297,18.10153,17.71757,17.5035,17.43846,GALAXY,0.03415456,1.118354E-05
17.56261,16.18215,15.47224,15.00833,14.78643,GALAXY,0.09325472,1.945481E-05
18.71455,16.81148,15.88398,15.4522,15.09022,GALAXY,0.09363254,2.095384E-05
19.23397,18.13387,17.65103,17.32714,17.18005,GALAXY,0.09453686,1.092654E-05
19.03605,18.0124,17.6057,17.35026,17.20454,GALAXY,0.04306693,6.727083E-06
19.32022,17.26563,16.33803,15.84428,15.57736,GALAXY,0.07413661,1.884169E-05
18.89236,17.22599,16.30219,15.87785,15.54697,GALAXY,0.1165711,2.331938E-05
19.56288,18.25949,17.60292,17.22746,17.00575,GALAXY,0.1157691,1.038508E-05
19.39544,17.8702,17.03932,16.59761,16.30547,GALAXY,0.1161854,1.438043E-05
19.08599,18.91752,18.87785,18.80431,18.62434,QSO,2.125059,0.0006659158
19.46121,19.24998,19.13375,19.03938,18.85646,QSO,2.086482,0.0003353332
18.53084,17.07739,16.37722,16.00051,15.71871,GALAXY,0.07398954,1.056784E-05
18.80473,17.8055,17.36989,17.05159,16.93255,GALAXY,0.1168587,7.973269E-06
19.27564,17.44758,16.47701,15.99868,15.61366,GALAXY,0.1134736,2.974795E-05
19.12197,17.32784,16.4957,16.13065,15.84139,GALAXY,0.0741085,2.137002E-05
19.56466,17.74699,16.79545,16.24149,15.84614,GALAXY,0.07552764,2.146306E-05
18.55005,18.11543,17.65992,17.18563,17161,QSO,0.1167867,2.344612E-05
18.88663,18.69585,18.64811,18.61526,18.67924,QSO,1.413094,0.0003674426
18.09789,16.8784,16.24108,15.88761,15.65321,GALAXY,0.1134965,1.326783E-05
19.54995,17.59161,16.58326,16.11028,15.73238,GALAXY,0.0827083,2.031836E-05
17.94933,16.8619,16.50799,16.27516,16.18387,GALAXY,0.03038923,6.620949E-06
18.72372,17.23755,16.52482,16.11062,15.88496,GALAXY,0.08085844,1.891188E-05
17.84665,17.05868,16.86547,16.76641,16.70339,GALAXY,0.01878769,5.754189E-06
18.69286,16.88374,15.95106,15.52761,15.21819,GALAXY,0.08196107,1.852916E-05
18.87079,17.40962,16.57718,16.10413,15.82872,GALAXY,0.1403666,3.075581E-05
18.62833,17.2408,16.6315,16.28956,16.00568,GALAXY,0.05718866,2.11385E-05
19.27485,17.55612,16.63378,16.11093,15.68787,GALAXY,0.04873087,1.438119E-05
19.42432,17.53117,16.37878,15.88902,15.53267,GALAXY,0.1829726,3.745377E-05
19.01982,17.27558,16.47497,16.12265,15.82674,GALAXY,0.0915667,1.844955E-05
19.15067,19.40625,18.98516,19.05413,20.88208,QSO,1.428203,0.0005994322
19.55925,19.42977,19.36773,19.17376,19.14808,QSO,1.770141,0.0004889766
17.3434,15.49599,14.63372,14.25109,13.92436,GALAXY,0.04692396,1.028348E-05
17.08827,15.77697,15.21175,14.90917,14.70272,GALAXY,0.04715831,1.923133E-05
19.1499,18.06058,17.58064,17.2954,17.18856,GALAXY,0.1227644,8.8991E-06
19.35373,19.00273,18.90659,18.74052,18.40947,QSO,2.123908,0.0001682954
19.08801,17.70356,16.92835,16.53295,16.22855,GALAXY,0.1344581,1.287996E-05
17.72755,17.46116,16.78401,16.29933,16.19533,QSO,0.2095182,2.079672E-05
19.48185,18.20922,17.48946,17.07336,16.81381,GALAXY,0.1201648,1.080394E-05
19.58191,19.32664,18.97909,18.89458,18.95251,QSO,1.187376,0.0002474413
19.52566,18.29124,17.69347,17.34258,17.06718,GALAXY,0.06176206,1.146024E-05
19.43417,17.44969,16.43735,16.00281,15.62951,GALAXY,0.1186486,2.561843E-05
19.52421,19.29721,19.02863,19.09162,19.10067,QSO,1.038401,7.48317E-05
18.94594,18.84407,18.58995,18.43883,18.46324,QSO,1.434482,0.0003039825
18.38424,17.38698,16.88102,16.50845,16.34039,GALAXY,0.124054,3.95294E-06
19.12648,17.3289,16.48449,16.07772,15.75302,GALAXY,0.06278925,1.701812E-05
17.76149,16.54338,16.08581,15.82439,15.65853,GALAXY,0.04246772,1.60421E-05
19.17536,17.82467,17.27761,16.9387,16.70261,GALAXY,0.06179853,9.892061E-06
18.11517,16.73316,16.07184,15.71548,15.4303,GALAXY,0.06176083,1.723525E-05
19.10847,17.14158,16.21146,15.77399,15.44866,GALAXY,0.06283689,1.450561E-05
18.10238,16.23073,15.3282,14.86677,14.50723,GALAXY,0.06250469,1.920722E-05
18.77426,17.03554,16.24743,15.8872,15.61608,GALAXY,0.06202048,1.008883E-05
18.38824,18.21608,17.97886,17.49884,17.5652,QSO,0.1234842,2.4988E-05
19.34087,17.56746,16.74365,16.36441,16.07912,GALAXY,0.06240444,1.76176E-05
19.12101,17.73742,17.19295,16.90048,16.67536,GALAXY,0.06378556,1.401881E-05
18.52088,16.63831,15.75155,15.28174,14.89423,GALAXY,0.0623395,1.523947E-05
18.86977,17.87257,17.44876,17.22007,17.08759,GALAXY,0.03853471,1.179035E-05
19.5572,17.9737,17.1867,16.71468,16.49499,GALAXY,0.06442101,1.081664E-05
19.59192,19.41606,19.23519,19.12886,18.9523,QSO,2.03542,0.0009444121
18.33541,16.56523,15.65819,15.14614,14.72853,GALAXY,0.06491648,1.853119E-05
18.56823,16.6248,15.75549,15.27749,14.90426,GALAXY,0.0626579,1.713836E-05
19.01035,17.26046,16.3641,15.93852,15.60409,GALAXY,0.06325122,1.799052E-05
18.95765,17.92062,17.58303,17.27741,17.20318,GALAXY,0.06267887,5.779125E-06
17.8573,15.92303,15.04134,14.60837,14.28197,GALAXY,0.04602133,1.47528E-05
19.30013,17.51643,16.5151,16.0014,15.59774,GALAXY,0.06515607,2.526444E-05
19.16865,17.14901,16.24588,15.79839,15.46912,GALAXY,0.06311412,1.613547E-05
18.58556,16.72375,15822,15.35676,15.04345,GALAXY,0.060374,2.040154E-05
19.3852,18.07185,17.58351,17.27852,17.07235,GALAXY,0.05021865,7.562448E-06
19.2734,17.47389,16.56533,16.10552,15.74846,GALAXY,0.05043972,1.975945E-05
18.23742,17.08034,16.42665,16.06924,15.80276,GALAXY,0.04166869,5.955647E-06
18.64833,17.42077,16.89943,16.54452,16.29044,GALAXY,0.04169445,6.026529E-06
19.55982,19.44618,19.11944,19.20115,19.18387,QSO,1.056828,0.0002910664
19.00419,18.43477,17.97246,17.59856,17.54358,GALAXY,0.1456689,1.309659E-05
18.29368,17.12409,16.44911,16.0561,15.82392,GALAXY,0.1520791,7.859887E-06
19.27052,18.16374,17.59836,17.27375,17.10036,GALAXY,0.1122941,9.452585E-06
18.48344,18.39473,18.06316,18.01555,18015,QSO,1.362358,0.0001676921
18.30479,16.98991,16.36738,16.02355,15.74484,GALAXY,0.0398443,9.704232E-06
19.42787,18.22568,17.66589,17.3146,17.10805,GALAXY,0.0651153,1.177336E-05
17.46824,17.50798,17.76772,18.02784,18.2602,QSO,3.896586,0.0004536719
18.68154,18.57624,18591,18.42987,18.53763,QSO,1.696767,0.0002171428
19.29732,18.89883,18.86302,19.00166,18.82499,QSO,0.7375261,0.0001175842
19.44388,19.33106,19.11928,18.89673,18.71787,QSO,1.965607,0.0002264192
19.47746,17.61973,16.59617,16.17842,15.79808,GALAXY,0.1133541,2.391742E-05
18.7035,18.5336,18.45709,18.35523,18.18426,QSO,2.124397,0.0001691055
19.32919,18.00449,17.22238,16.77591,16.49967,GALAXY,0.1112797,8.004778E-06
18.65167,17.18527,16.4672,16.08408,15.79448,GALAXY,0.05850635,8.43842E-06
19.21558,18.72757,18.66665,18.68853,18.47731,QSO,2.470949,0.0003288672
19.32445,18.15898,17.54844,17.20835,16.97208,GALAXY,0.1581638,8.737874E-06
19.49065,17.6379,16.70196,16.2561,15.93172,GALAXY,0.08873136,1.901102E-05
19.40381,18.47837,17.7669,17.37657,17.18323,GALAXY,0.2321406,7.6646E-06
19.57911,17.66449,16.6498,16.20287,15.85732,GALAXY,0.1099107,1.986361E-05
14.72825,13.20555,12.44427,12.06544,11.75742,GALAXY,0.008881462,1.179185E-05
19.54718,17.68226,16.90934,16.57587,16.33371,GALAXY,0.07990434,1.215967E-05
19.38356,19.13848,19.00665,18.96199,18.8507,QSO,2.010533,0.0005659626
19.48562,19.42767,19.37924,19.1204,19.07325,QSO,1.919634,0.0002607809
19.15447,18.90575,18.92381,18.77776,18.91148,QSO,1.755768,0.0005835237
19.19592,18.08187,17.5037,17.14462,16.96094,GALAXY,0.09938594,7.94198E-06
19.53406,17.88186,16.96885,16.53099,16.18862,GALAXY,0.09530596,2.286998E-05
19.1368,17.32527,16.33817,15.87467,15.52721,GALAXY,0.1326542,1.723695E-05
19.3146,18.24812,17.68765,17.28604,17.09261,GALAXY,0.09932196,7.559115E-06
17.82481,16.55191,15.99438,15.66456,15.45881,GALAXY,0.04980795,1.452651E-05
18.95692,17.89423,17.51775,17.33315,17.17188,GALAXY,0.02386411,5.976282E-06
18.51785,17.96773,17.64773,17.37673,17.33095,QSO,1.559875,0.0002817073
18.91426,17.59751,17.02116,16.65621,16.45042,GALAXY,0.08931669,6.530884E-06
18.18319,16.49674,15.6577,15.25283,14.93698,GALAXY,0.04662197,1.404045E-05
18.44226,16.79137,16.00092,15.60165,15.23422,GALAXY,0.04389983,1.633211E-05
18.01541,16.10874,15.23895,14.8225,14.48888,GALAXY,0.05818496,1.302373E-05
19.11601,17.03947,15.99138,15.53339,15.17124,GALAXY,0.1237138,2.944082E-05
19.1294,18.67653,18.29312,18.03546,17.72818,QSO,1.426621,0.0003494452
18.95447,17.00355,16.03537,15.58088,15.23488,GALAXY,0.08441889,1.583553E-05
18.32861,16.9165,16.23147,15.87316,15.62154,GALAXY,0.04621062,1.141174E-05
17.66978,15.8362,15.00845,14.61921,14.32767,GALAXY,0.7536778,0.2943032
18.95321,18.78857,18.70855,18.5804,18.40275,QSO,2.08581,0.0002639155
17.33581,15.37959,14.4963,14.09405,13.80047,GALAXY,0.06160719,1.020283E-05
17.8779,16.70824,16.29093,16.05957,15.90947,GALAXY,0.03076359,1.39686E-05
18.02684,16.17583,15.32595,14.91215,14.59997,GALAXY,0.0313811,9.086481E-06
19.09033,17.2804,16.36089,15.94685,15.61164,GALAXY,0.1115631,1.940523E-05
19.43087,18.16359,17.59162,17.24902,17.07361,GALAXY,0.04498815,2.067348E-05
18.85088,17.48751,16.96317,16.67993,16.50678,GALAXY,0.04504103,1.273061E-05
18.9995,17.95212,17.71754,17.5306,17.54634,GALAXY,0.04491984,5.011797E-06
19.49928,18.19684,17.46248,17.0238,16.72926,GALAXY,0.1106154,7.983232E-06
19.21347,19.07839,19.05069,18.8112,18.88661,QSO,1.801205,0.0005017477
18.5106,16.55734,15.67815,15.24811,14.94115,GALAXY,0.04683268,1.100981E-05
19.58059,17.68984,16.83916,16.43607,16.12572,GALAXY,0.04665145,1.328165E-05
19.2784,18.89081,19.03829,18.92052,19.08712,QSO,0.5527605,7.252938E-05
18.3787,17.05802,16.51381,16.20326,15.97747,GALAXY,0.04418221,1.015089E-05
18.14795,15.90789,15.11971,14.70551,14.45167,GALAXY,0.04690905,2.020671E-05
18.83527,16.83089,15.86313,15.37042,14.96073,GALAXY,0.04398481,1.522845E-05
18.86622,16.95531,16.11272,15.71944,15.40784,GALAXY,0.04514219,1.206648E-05
19.46718,17.68769,16.88074,16.46032,16.16438,GALAXY,0.04688492,1.579549E-05
19.39369,17.60615,16.79124,16.3877,16.0882,GALAXY,0.04635753,1.863825E-05
17.27303,15.25838,14.36457,13.91783,13.56491,GALAXY,0.04652024,1.205989E-05
18.26168,16.26478,15.40421,14.99966,14.67137,GALAXY,0.04281509,9.310639E-06
18.93258,16.98042,16.08703,15.66095,15.30747,GALAXY,0.04273668,1.205367E-05
17.53144,15.72311,14.86242,14.4032,14.06397,GALAXY,0.04879068,1.070824E-05
19.12892,17.21891,16.36363,15.94165,15.61618,GALAXY,0.04486097,1.313237E-05
19.38823,19.07833,18.79543,18.81559,18.6273,QSO,2.223857,0.0004218172
19.48704,17.3867,16.33114,15.88342,15.49509,GALAXY,0.1135148,2.843854E-05
19.54046,17.43747,16.44351,16.0109,15.67582,GALAXY,0.113825,2.150243E-05
19.12104,17.98913,17.52472,17.22596,17.14286,GALAXY,0.1083717,6.737811E-06
17.81285,17.61092,17.65418,17.73442,17.85446,QSO,5.424832,0.002570229
19.5801,19.5374,19.32392,19.24187,19.41381,QSO,1.162146,0.000400901
18.56377,17.40213,16.89171,16.54713,16.40137,GALAXY,0.0803123,9.990972E-06
18.71858,17.08201,16.32598,15.9415,15.66022,GALAXY,0.08185139,2.220337E-05
18.66584,18.47982,18.16677,18.10909,17.88952,QSO,0.256109,1.949495E-05
18.95121,17.46971,16.70263,16.31916,16.07204,GALAXY,0.04435761,3.392679E-05
19.24128,17.33404,16.47745,16.06902,15.76569,GALAXY,0.04527226,1.540282E-05
19.40063,18.06211,17.3906,17.05391,16.89933,GALAXY,0.1174938,1.717841E-05
19.34917,17.51808,16.57428,16.0627,15.67455,GALAXY,0.08148359,1.578976E-05
17.94886,15.93322,15.00645,14.55999,14.22496,GALAXY,0.04568218,1.13621E-05
19.28657,17.65935,16.87523,16.47899,16.16509,GALAXY,0.04452989,1.377962E-05
18.3363,17.1189,16.64556,16.34469,16.20614,GALAXY,0.08618969,7.07385E-06
19.54874,18.30243,17.46344,17.02451,16.73125,GALAXY,0.1707176,9.397049E-06
19.43826,19.19962,19.04386,18.75792,18.65324,QSO,1.621185,0.0002636826
16.9288,15.76309,15.28564,14.98644,14.75334,GALAXY,0.04166494,8.343703E-06
19.33677,16.31923,15.4191,14.93282,14.72741,GALAXY,0.08889775,5.223095E-05
19.51059,19.33386,19.0605,18.89095,18.51642,QSO,0.2611941,8.596924E-05
18.85792,17.56773,17.00963,16.64368,16.42023,GALAXY,0.0755173,7.278425E-06
19.08864,17.81078,17.2594,16897,16.67793,GALAXY,0.1056715,6.396085E-06
15.12997,13.60076,13.02849,12.70047,12.50989,GALAXY,0.008403541,1.796648E-05
19.04373,17.04461,16.10786,15.66178,15.30534,GALAXY,0.08084077,1.754885E-05
17.89115,16.35787,15.68265,15297,15.00914,GALAXY,0.0814925,8.969816E-06
19.0682,18.98594,18.90797,18.81891,18.20876,QSO,0.3669387,2.925677E-05
18.46149,17.1346,16.63773,16.32084,16.14216,GALAXY,0.04618069,6.998422E-06
19.24578,18.2131,17.52217,17.04442,16.87064,GALAXY,0.1799327,1.831254E-05
17.60712,16.28943,15.63757,15.27938,15.0164,GALAXY,0.04522578,1.257511E-05
19.09945,18.06004,17.63253,17.31007,17.16602,GALAXY,0.08142599,7.041078E-06
19.34076,18.02025,17.21083,16.74837,16.44887,GALAXY,0.1167511,7.677522E-06
19.09975,19.08205,19.13091,18.95461,19.03073,QSO,1.877188,0.0003600596
19.5971,17.61612,16669,16.22472,15.86332,GALAXY,0.08093114,1.26337E-05
19.25573,17.35845,16423,15.99943,15.65128,GALAXY,0.08023398,1.583703E-05
18.80522,17.66819,17.17534,16.84596,16.6868,GALAXY,0.08056916,6.31509E-06
19.42603,18.11713,17.51875,17.1446,17003,GALAXY,0.06714274,7.794567E-06
19.5385,19.37838,19.04086,18.76992,18.76196,QSO,0.2412925,2.864468E-05
19.5468,19.35406,19.11465,19.13465,19.09051,QSO,1.033933,0.0003724394
18.1061,16224,15.2425,14.75718,14.40719,GALAXY,0.08438092,1.224766E-05
19.53725,18.18546,17.46775,16.98276,16.76804,GALAXY,0.1723388,6.928291E-06
19.26854,17.72716,16.96987,16.57046,16.28487,GALAXY,0.08210058,1.186132E-05
19.19516,18.13328,17.59856,17.17345,17.02504,GALAXY,0.112865,6.840493E-06
18.08746,16.50879,15.76558,15.33229,15.06023,GALAXY,0.04607804,1.60484E-05
18.66812,18.51914,18.48051,18.46175,18.40022,QSO,0.8813196,0.0002478874
19.26984,17.96094,17.32193,16.92854,16.70337,GALAXY,0.112525,5.125619E-06
19.02307,17.93398,17.19537,16.6843,16.45933,QSO,0.09879423,1.936969E-05
19.11033,17.6769,17.05615,16.68163,16.43214,GALAXY,0.04564374,8.781487E-06
18.5499,17.48949,16.97711,16.59553,16.45428,GALAXY,0.129116,6.989011E-06
19.24825,18.39823,18.19016,18.05087,18.02219,GALAXY,0.03111084,5.881752E-06
18.03255,17.05757,16.67534,16.38898,16.20834,GALAXY,0.04650607,5.098049E-06
19.45655,18.24911,17.73757,17.44456,17.20283,GALAXY,0.03116864,8.363382E-06
18.43507,17.3594,17.00789,16.74854,16.59359,GALAXY,0.03099556,4.876897E-06
18.70823,17.12689,16.52191,16.13836,15.89852,GALAXY,0.08036992,8.520929E-06
19.40922,17.99226,17.30916,16.85762,16.53334,GALAXY,0.1083001,7.051681E-06
19.50684,17.46158,16.47215,16.03312,15.68449,GALAXY,0.1085114,2.196916E-05
19.40251,18.00161,17.31269,16.87065,16.66527,GALAXY,0.1407016,1.214516E-05
19.46962,17.53852,16.57382,16.07875,15.67983,GALAXY,0.0801819,1.807988E-05
18.02861,16.62522,16.00169,15.61048,15.35855,GALAXY,0.0906676,1.052624E-05
