u,g,r,i,z,class,redshift,redshift_err
19.30824,19.18192,18.89337,18.85865,18.85048,QSO,1.2806,0.0003612307
19.34197,17.84984,17.03687,16.59355,16.35883,GALAXY,0.1475799,1.974282E-05
18.47589,17.43875,17.12976,16.94419,16.84935,GALAXY,0.03156237,6.884077E-06
19.34426,17.98526,17.13242,16.68671,16.3213,GALAXY,0.1187158,2.551869E-05
18.43372,17.15902,16.57621,16.21324,16.0227,GALAXY,0.1012404,1.144224E-05
19.5831,18.0803,17.17411,16.68555,16.37341,GALAXY,0.1364864,1.962229E-05
19.48085,18.87027,18.86607,18.76752,18.53422,QSO,2.387515,0.0001569264
19.41479,18.31362,17.76206,17.33466,17.13907,GALAXY,0.0629943,6.848077E-06
19.05819,17.27481,16.52497,16.1724,15.89181,GALAXY,0.0238339,2.081019E-05
19.17001,18.08212,17.66991,17.4158,17.25485,GALAXY,0.02532665,9.491954E-06
19.31382,19.23177,18.84265,18.87119,18.97881,QSO,1.34446,0.0006961651
18.11642,16.51559,15.62914,15.14628,14.75353,GALAXY,0.03213399,1.119729E-05
18.73763,17.75039,17.33056,17.01499,16.9329,GALAXY,0.0813043,6.980012E-06
19.12692,19.00908,18.79667,18.83905,18.86031,QSO,1.052277,0.0005536311
18.75074,17.57826,17.12265,16.82176,16.67175,GALAXY,0.1088959,6.554244E-06
18.97824,18.0939,17.71984,17.55754,17.44008,GALAXY,0.02181673,5.333949E-06
16.42186,15.51205,15.23664,14.98547,14.83054,GALAXY,0.03743555,5.591899E-06
18.48496,16.93888,15.99636,15.49207,15.09841,GALAXY,0.02901,1.106785E-05
19.59205,19.02789,18.5927,18.29795,17.99969,GALAXY,0.5541162,0.0001286924
19.25052,18.9129,18.73318,18.82056,18619,QSO,0.8311082,0.0001100437
18.35106,16.99487,16.58582,16.34509,16.08991,GALAXY,0.03240448,1.494017E-05
18.06227,17.28566,16.74895,16.47488,16.23902,GALAXY,0.1676269,1.489675E-05
16.52319,15.18818,14.51651,14.16122,13.87338,GALAXY,0.02298941,1.543758E-05
19.55104,18.36302,17.81273,17.45139,17.21118,GALAXY,0.1286187,7.860836E-06
15.87495,13.78029,12.85492,12.38701,12.06303,GALAXY,0.0251877,1.072237E-05
19.17503,18.3227,17.83951,17.48364,17.26536,GALAXY,0.1467868,9.65157E-06
19.26925,17.86903,17.20728,16.82196,16.57102,GALAXY,0.03689378,5.44775E-06
19.21916,17.4986,16.7297,16.38261,16.10811,GALAXY,0.0957366,2.134486E-05
18.95465,17.51799,16.7409,16.33457,15.99259,GALAXY,0.02718227,9.990134E-06
19.05865,17.75422,17.16148,16.82174,16.57064,GALAXY,0.07978653,1.672931E-05
18.68307,16.76681,15.87888,15.44722,15.09744,GALAXY,0.02517637,9.054906E-06
19.51512,18.10989,17.31889,16.88026,16.58083,GALAXY,0.1026859,1.143273E-05
19.56951,18.32877,17.62887,17.28339,16.94263,GALAXY,0.1546194,1.965395E-05
17.81849,16.17699,15.36642,14.90598,14.53416,GALAXY,0.02720929,1.125993E-05
18.32592,16.47121,15.49418,14.99228,14.62429,GALAXY,0.04835714,1.851228E-05
16.40121,14.78522,13.93363,13.47013,13.10637,GALAXY,0.02765166,1.006177E-05
18.41011,16.87915,15.99836,15.50142,15.15989,GALAXY,0.09512793,2.048956E-05
19.04654,17.36674,16.42899,15.92222,15.53256,GALAXY,0.09559203,4.133454E-05
19.46683,18.51003,17.99603,17.6127,17.50881,GALAXY,0.06170728,8.303324E-06
18.8478,18.71174,18.43251,18.31601,18.34626,QSO,1.384986,0.0003101025
17.81658,16.26361,15.55278,15.18089,14.89323,GALAXY,0.03969407,2.416837E-05
19.38459,18.04176,17.2958,16.86377,16.55091,GALAXY,0.1359317,9.911494E-06
19.31101,18.15867,17.4474,17.05535,16.81906,GALAXY,0.1530082,1.62519E-05
17.73677,16.12184,15.2243,14.76294,14.42224,GALAXY,0.09401741,1.030302E-05
19.20116,18.0432,17.27553,16.90296,16.62934,GALAXY,0.11582,1.905657E-05
15.27681,13.84441,13.16998,12.79138,12.51195,GALAXY,0.01566239,1.218676E-05
19.55189,17.33895,16.41784,15.93764,15.50699,GALAXY,0.03938494,1.880843E-05
19.35933,17.62463,16.64465,16.16726,15.82286,GALAXY,0.1474996,1.733492E-05
19.0527,19.03996,18.85047,18.49287,18.39918,QSO,1.746922,0.0002102892
19.20204,18.20868,17.88604,17.58653,17.47239,GALAXY,0.08011418,5.965477E-06
15.76144,14.13259,13.27245,12.86526,12.57,GALAXY,0.01573885,1.406025E-05
18.74784,18.61239,18.5317,18.55945,17.78671,QSO,0.358608,2.318966E-05
18.88803,17.84324,17.48774,17.17665,17.06849,GALAXY,0.06711344,7.06484E-06
18.74565,17.66618,17.03174,16.65005,16.46051,GALAXY,0.1549042,8.565889E-06
18.5269,17.46841,17.16374,17.05307,17.02067,GALAXY,0.01491326,6.229106E-06
19.37059,17.35612,16.31935,15.86821,15.48057,GALAXY,0.1078173,2.590511E-05
18.7103,17.50601,17.07794,16.77188,16.60752,GALAXY,0.07164726,1.489225E-05
19.04553,17.96855,17.36583,16.99035,16.74586,GALAXY,0.1310416,9.859124E-06
18.78266,17.90922,17.33573,16.92268,16.68537,GALAXY,0.07095715,1.421544E-05
18.7675,17.44118,16.78754,16.41013,16.14455,GALAXY,0.07749259,1.142865E-05
19.48784,18.31556,17.53689,17.14641,16.93176,GALAXY,0.1527511,2.290539E-05
19.42235,19.08173,19.12288,18.98546,19.05152,QSO,1.585148,0.0005534447
17.67093,16.57491,16.22943,15.98464,15.85555,GALAXY,0.02524902,8.700482E-06
19.49028,17.60548,16.65255,16.1977,15.82504,GALAXY,0.08212515,1.425827E-05
18.73037,17.71695,17.31054,17.01442,16.8755,GALAXY,0.07636948,6.613246E-06
16.27678,15.6036,15.36441,15.31537,15.1801,GALAXY,0.00668078,5.929438E-06
19.46096,18.61942,18.45986,18.39071,18.39809,QSO,2.796996,0.0004227535
19.31811,18.1824,17.5662,17.21628,17.02826,GALAXY,0.1133129,1.133878E-05
19.37097,17.42604,16.58554,16.18731,15.89085,GALAXY,0.06917755,1.390675E-05
17.76253,16.20824,15.42159,15.03451,14.73413,GALAXY,0.07932528,1.808544E-05
18.78449,18.3485,18.02963,17.95132,18.02491,QSO,1.578639,0.0001715957
18.92493,17.89302,17.54642,17.27579,17.2111,GALAXY,0.07480884,6.333646E-06
18.29058,17.28888,16.89405,16.53781,16.39762,GALAXY,0.1115491,7.132948E-06
19.06537,17.08824,16.17143,15.7525,15.43934,GALAXY,0.08510251,1.281118E-05
19.20134,17.54212,16.71966,16.26017,15.91864,GALAXY,0.1092229,1.099364E-05
19.37849,19.38208,19.1213,19.12791,19.31466,QSO,1.296556,0.0003148534
19.05486,17.10331,16.17861,15.74001,15.36723,GALAXY,0.09125701,1.493899E-05
18.59986,16.66301,15.68612,15.26037,14.88699,GALAXY,0.1107792,1.79486E-05
18.72124,18.60547,18.41541,18.44656,18.46222,QSO,1.152537,0.000356039
17.66129,17.06647,16.93124,16.88504,16.7977,GALAXY,0.006295419,8.392276E-06
18.82137,17.07758,16.15745,15.75831,15.44339,GALAXY,0.1107235,1.52274E-05
18.61972,17.4239,16.92184,16.57274,16.44626,GALAXY,0.1005747,8.814203E-06
19.17987,18.17537,17.79974,17.48126,17.3089,GALAXY,0.1001502,6.783215E-06
19.34788,17.66969,17.03832,16.65123,16.46703,GALAXY,0.07560702,1.069196E-05
18.50236,17.15632,16.55643,16.17823,15.94062,GALAXY,0.07769512,1.746268E-05
18.18945,16.4742,15.73026,15.3565,15.07478,GALAXY,0.02645608,9.765134E-06
19.26648,18.86011,18.66027,18.53475,18.55736,QSO,1.470886,0.0002370618
18.69061,17.28229,16.71693,16.4093,16.11984,GALAXY,0.04359115,1.77859E-05
19.19544,17.46101,16.75864,16.40766,16.20325,GALAXY,0.08973825,1.209152E-05
18.6527,16.82334,15.89431,15.42504,15.08153,GALAXY,0.08978646,1.658428E-05
19.02641,17.86606,17.41246,17.13927,16.98409,GALAXY,0.02300122,1.096227E-05
19.0213,18.03147,17.56716,17.31785,17.25396,GALAXY,0.08949985,1.022125E-05
19.35939,18.23324,17.71539,17.43098,17.24018,GALAXY,0.08952256,1.039626E-05
18.28214,16.52563,15.78668,15.39561,15.14157,GALAXY,0.02299504,1.026622E-05
19.12378,18.66369,17.93548,17.49065,17.32759,QSO,0.2198346,3.348539E-05
19.08834,18.0319,17.70503,17.41895,17.39666,GALAXY,0.0925718,5.276609E-06
18.11687,17.91848,17.83735,17.59107,17.58161,QSO,1.777809,0.0002682383
17.40317,16.40255,16.03753,15.90151,15.76948,GALAXY,0.003041482,4.134869E-06
19.45194,17.32113,16.2788,15.85417,15.50805,GALAXY,0.1195114,1.518884E-05
19.50226,17.58959,16.72966,16.37548,16.09887,GALAXY,0.09243824,2.132463E-05
18.80064,17.60525,17.17437,16.88686,16.72334,GALAXY,0.07752249,5.9525E-06
19.54671,18.97127,18.44078,17.94103,17.73249,QSO,1.804884,0.0002771626
19.1653,18.11393,17.51632,17.08135,16.92429,GALAXY,0.1045143,6.006229E-06
19.27384,18.70429,17.88307,17.42318,17.18296,QSO,0.2176459,4.945948E-05
19.10282,17.85529,17.09967,16.6872,16.43244,GALAXY,0.1416117,8.438867E-06
18.65657,16.72767,15.76442,15.3197,14.97578,GALAXY,0.07450389,1.346351E-05
19.12139,17.91901,17.3128,16.93094,16.70201,GALAXY,0.07657634,9.458226E-06
19.46763,17.12918,16.23726,15.75541,15.40776,GALAXY,0.07592555,1.631465E-05
18.37234,17.40116,17.14519,17.0953,17.00081,GALAXY,0.008275687,5.432312E-06
18.77036,16.79651,15.87539,15.44526,15.14239,GALAXY,0.07521357,1.163336E-05
19.14991,17.19189,16.2398,15.79462,15.45271,GALAXY,0.08229871,1.485464E-05
18.97457,17.18096,16.25753,15.81093,15.43507,GALAXY,0.07883357,1.695823E-05
19.37734,17.44942,16.52616,16.10729,15.75929,GALAXY,0.08020533,1.876102E-05
19.55396,17.66879,16.76885,16.34128,16.08669,GALAXY,0.07917403,1.818022E-05
18.92299,17.53097,16.7341,16.2902,15.97778,GALAXY,0.0790161,3.042067E-05
19.19619,17.74593,16.90473,16.44294,16.1037,GALAXY,0.08623395,1.279216E-05
19341,17.26544,16.28792,15.81787,15.4549,GALAXY,0.0783074,1.478121E-05
18.15458,16.12131,15.16375,14.72241,14.39409,GALAXY,0.07799306,1.252598E-05
18.92944,16.98622,16.07742,15.63703,15.29829,GALAXY,0.08189753,1.927645E-05
18.76546,16.76796,15.82665,15.39576,15.06497,GALAXY,0.08040303,1.27371E-05
19.52218,17.93703,17.10102,16.66093,16.29665,GALAXY,0.08380652,1.957201E-05
19.34267,17.69749,16.82764,16.33562,15.98622,GALAXY,0.07538636,1.769207E-05
16.72453,14.85074,13.97414,13.60039,13.29591,GALAXY,0.04506869,9.987622E-06
19.02132,17.26359,16.37884,15.97767,15.64117,GALAXY,0.08695934,1.655509E-05
18.84899,17.77929,17.00994,16.58681,16.34378,GALAXY,0.1677973,1.079762E-05
19.27582,18.23528,17.74606,17.49224,17.35137,GALAXY,0.0750653,9.916736E-06
19.15014,18.01161,17.48943,17.1312,16.96613,GALAXY,0.07382265,6.538494E-06
16.50636,14.59482,13.76656,13.34797,13.01102,GALAXY,0.01686655,7.004568E-06
17.76167,16.03467,15.30952,14.93571,14.64925,GALAXY,0.01632787,9.085845E-06
18.1565,16.46504,15.64495,15.22507,14.89842,GALAXY,0.0758139,1.351544E-05
19.37011,17.55175,16.68576,16.28186,15.96953,GALAXY,0.07664704,1.734503E-05
19.36289,18.13014,17.43294,17.04713,16.86487,GALAXY,0.1036672,1.75913E-05
19.32985,18.21711,17.68093,17.32084,17.1753,GALAXY,0.07779954,1.114683E-05
19.24618,17.95825,17.34065,16.96401,16.71601,GALAXY,0.07417409,1.370782E-05
19.50657,18.25459,17.67648,17.26364,17.08553,GALAXY,0.07447824,6.351393E-06
18.6511,17.36408,16.72324,16.36115,16.09294,GALAXY,0.07713795,1.544317E-05
18.24527,17.2883,16.94081,16.77432,16.64438,GALAXY,0.01740832,7.790013E-06
19.12766,17.80809,17.18981,16.79871,16.54448,GALAXY,0.07002048,8.627148E-06
18.48058,17.10746,16.52445,16.19321,15.95442,GALAXY,0.04791471,1.476764E-05
19.35769,18.92124,18.53078,18.41726,18.35139,QSO,1.088454,0.0005246405
18.31269,17.28884,16.8123,16.54626,16.35753,GALAXY,0.0475181,6.573389E-06
16.02006,15.96625,16.02015,16.23057,15.5511,QSO,0.3428728,1.55925E-05
19.35433,19.19794,19.33612,19.18226,19.21439,QSO,0.5658295,0.0001744032
17.96844,16.43648,15.73145,15.34546,15.0748,GALAXY,0.06270374,2.101603E-05
19.58501,19.47698,19.4432,19.18461,19.25607,QSO,1.613804,0.0004476123
19.33681,17.32109,16.30712,15.7832,15.36599,GALAXY,0.06111117,2.073168E-05
17.55493,15.64443,14.74086,14.34732,14.00721,GALAXY,0.06099207,1.229776E-05
19.39537,19.09055,19.18605,19.05036,19.08039,QSO,0.6072101,0.0001040459
19.02156,17.11548,16.18047,15.77909,15.44399,GALAXY,0.0804973,1.774348E-05
19.50485,18.0101,17.29448,16.91271,16.65306,GALAXY,0.0465498,1.137778E-05
16.86127,15.24999,14.52806,14.17395,13.89601,GALAXY,0.04761049,1.022217E-05
19.20777,17.97931,17.42294,17.02152,16.89633,GALAXY,0.09868164,6.844147E-06
18.50233,17.38077,16.84759,16.50025,16.29768,GALAXY,0.09845781,1.015773E-05
18.44686,17.25724,16.78323,16.51286,16.34738,GALAXY,0.0477367,1.293826E-05
19.01319,17.37876,16.58786,16.21444,15.91088,GALAXY,0.06258594,2.400301E-05
18.86983,18.36154,18.44738,18.03284,18.3783,GALAXY,0.08543354,6.319744E-06
18.5679,17.22629,16.52788,16.0867,15.80891,GALAXY,0.07522551,5.991275E-06
19.59398,17.66926,16.79237,16.38739,16.09317,GALAXY,0.1064864,2.723757E-05
19.51814,19.09064,18.70898,18.58211,18.43401,QSO,0.9069948,0.0002922546
18.83614,18.27599,17.73838,17.3509,17.17909,QSO,0.1535084,5.319395E-05
18.93141,17.57423,16.69398,16.28973,15.94555,GALAXY,0.1434159,2.000449E-05
19.13041,17.25215,16.35536,15.9465,15.62693,GALAXY,0.06973208,1.92083E-05
19.21931,18.29044,17.41782,16.92055,16.68577,QSO,0.1851171,3.995135E-05
18.72333,17.75849,17.18914,16.80875,16.62174,GALAXY,0.1531494,8.009024E-06
19.39737,17.97834,17.26744,16.84358,16.58499,GALAXY,0.1188379,2.227119E-05
18.72364,18.36679,18.38777,18.41996,18.53907,QSO,0.0004606231,-1
19.13098,18.0948,17.5535,17.23408,17.16212,GALAXY,0.07324351,1.563921E-05
17.83186,17.81932,17.60259,17.18313,17.27662,QSO,0.1858536,2.225785E-05
19.07205,17.94592,17.19434,16.79555,16.59741,GALAXY,0.1516116,1.570498E-05
19.18322,18.05195,17.51112,17.10621,16.91546,GALAXY,0.07398963,7.502749E-06
19.53927,18.70661,18.29135,17.90293,17.79705,GALAXY,0.1205922,7.21302E-06
19.42109,18.29763,17.8399,17.50916,17.33984,GALAXY,0.07808297,8.590971E-06
18.91424,17.37327,16.60474,16.20413,15.92414,GALAXY,0.07774653,2.612727E-05
18.75214,17.04158,16.24566,15.85405,15.60152,GALAXY,0.06605966,1.95584E-05
18.12085,16.47893,15.70477,15.30132,15.00475,GALAXY,0.06551737,1.432619E-05
18.86366,17.04738,16.16419,15.69047,15.34112,GALAXY,0.06558983,1.56022E-05
18.14707,16.89874,16.39984,16.04119,15.85071,GALAXY,0.07588242,6.5573E-06
18.53606,17.2626,16.67009,16.33339,16.16808,GALAXY,0.0652378,2.131611E-05
18.98735,17.94078,17.3722,16.96865,16.80507,GALAXY,0.150705,8.399025E-06
19.25136,17.29457,16.23372,15.7883,15.42659,GALAXY,0.1306875,1.998855E-05
19.30163,18.83438,18.71493,18.7632,18.84115,QSO,1.519789,0.0007316681
19.5028,19.42493,19.15062,19.13318,19.33325,QSO,1.150524,0.0004125808
19.27478,17.83657,17.33289,17.05448,16.86968,GALAXY,0.03313525,2.747546E-05
19.15011,18.01985,17.59013,17.36311,17.20175,GALAXY,0.06700604,7.53441E-06
18.57299,17.31341,16.69667,16.29712,16.06849,GALAXY,0.0671142,9.731166E-06
18.23448,17.09044,16.60921,16.25573,16.09672,GALAXY,0.0830679,6.992664E-06
19.47507,18.10921,17.32391,16.89851,16.61209,GALAXY,0.08387352,1.156275E-05
19.31333,18.32966,17.9294,17.62868,17.45488,GALAXY,0.07017165,6.880752E-06
18.59501,17.33611,16.78012,16.41381,16.18784,GALAXY,0.06970643,9.011804E-06
19.1992,19.66039,20.14347,20.65984,20.60865,GALAXY,0.2472342,1.299139
19064,17.48147,16.65694,16.18499,15.83944,GALAXY,0.07015434,1.031781E-05
18.33531,17.16436,16.65851,16.31403,16.1444,GALAXY,0.07098609,7.855493E-06
18.90363,16.84127,15.86907,15.44175,15.09087,GALAXY,0.08499919,1.594254E-05
19.2441,19.03399,18.74303,18.68732,18.66355,QSO,1.126443,0.0005048816
17.26541,17.09319,17.14805,17.14238,16.55548,QSO,0.3709846,5.74965E-05
19.58582,17.70557,16.80235,16.38373,16.03186,GALAXY,0.08355015,1.962566E-05
18.37939,16.97972,16.3011,15.86759,15.58093,GALAXY,0.07255791,9.99443E-06
19.53031,17.54612,16.69921,16.30504,15.98295,GALAXY,0.06966311,2.134165E-05
18.67086,17.46928,17.04896,16.76629,16.58682,GALAXY,0.06825185,1.457013E-05
19.20839,17.33064,16.49387,16.09679,15.76705,GALAXY,0.07040835,2.016433E-05
19.3423,17.61001,16.86194,16.48377,16.19607,GALAXY,0.07030842,1.894208E-05
18.76711,17.20912,16.3812,15.94484,15.58538,GALAXY,0.07047132,1.780355E-05
19.14984,18.28305,18.00692,17.72043,17.68302,GALAXY,0.06834919,6.978123E-06
19.2903,17.20728,16.29971,15.87724,15.57404,GALAXY,0.06933261,1.887863E-05
18.58306,16.6785,15.71061,15.19131,14.78417,GALAXY,0.0710258,1.682005E-05
18.9418,17.50714,16.83812,16.46602,16.2101,GALAXY,0.06888608,2.03709E-05
18.47754,17.35835,16.93829,16.62292,16.41787,GALAXY,0.05240488,7.292643E-06
18.9957,18.51805,18.57418,18.40278,18.13481,QSO,2.214079,0.0001449222
18.82665,17.35086,16.92847,16.62498,16.47248,GALAXY,0.06957458,8.758338E-06
18.66606,16.93643,16.12726,15.7167,15.3844,GALAXY,0.07094716,1.214914E-05
18.78546,16.89703,16.06881,15.65605,15.33557,GALAXY,0.07047436,1.434189E-05
19.22474,19.02208,18.73634,18.87626,18.89376,QSO,1.101195,0.0003839769
19.40773,17.49243,16.60473,16.1933,15.87301,GALAXY,0.06985701,2.884449E-05
18.7977,16.89661,16.06152,15.64138,15.39151,GALAXY,0.06974589,1.573887E-05
18.30849,17.84991,17.78269,17.57115,17.53229,QSO,0.5605665,6.404951E-05
19.27968,17.69004,16.74473,16.28137,15.94404,GALAXY,0.1571904,3.61771E-05
18.76678,18.62528,18.40131,18.00813,18.00943,QSO,1.817709,0.000529584
19.59653,17.69109,16.80177,16.37383,16.01237,GALAXY,0.08488145,2.137335E-05
19.35236,18.02128,17.34791,16.95141,16.68035,GALAXY,0.09617431,1.177163E-05
18.32471,17.21079,16.74822,16.4002,16.18603,GALAXY,0.06653278,5.517207E-06
19.47077,19.26238,19.11623,18.9249,18.89891,QSO,1.472686,0.0004478402
18.65818,16.60232,15.61918,15.15101,14.77698,GALAXY,0.09766303,1.555417E-05
19.02677,17.18219,16.27772,15.85787,15.50567,GALAXY,0.0881855,1.676283E-05
18.92694,17.39114,16.69184,16.32853,16.07842,GALAXY,0.05963551,1.859846E-05
17.78341,16.30781,15.59803,15.23521,14.96014,GALAXY,0.05239342,1.563985E-05
18.03831,16.32328,15.45138,14.9673,14.65896,GALAXY,0.06667026,1.346948E-05
19.53424,18.22278,17.74389,17.50583,17.40249,GALAXY,0.04083819,2.327752E-05
19.25781,17.77967,16.93964,16.51028,16.22008,GALAXY,0.08378576,1.125219E-05
18.63332,17.50186,16.95795,16.60824,16.43272,GALAXY,0.08393791,8.063254E-06
19.11039,17.72165,16.88767,16.47493,16.16852,GALAXY,0.1229552,1.941125E-05
18.21581,16.3045,15.3453,14.89378,14.56755,GALAXY,0.08403137,1.739417E-05
19.28522,18.25212,17.68564,17.41832,17.21247,GALAXY,0.09774242,1.210579E-05
18.09914,18.18803,17.80565,17.49084,17.27019,QSO,0.2487095,3.026175E-05
19.55361,19.35179,18.92753,18.72387,18.52322,QSO,0.2528938,3.693309E-05
18.61796,17.56632,17.09915,16.76948,16.57277,GALAXY,0.08234945,5.631412E-06
17.67265,17.35779,17.29795,17.19331,17.32038,QSO,1.533073,0.0002819119
19.15238,17206,16.59349,16.16151,15.91502,GALAXY,0.06080473,1.043704E-05
18.90129,17.69703,17.05603,16.66132,16.39762,GALAXY,0.122028,1.536109E-05
18.45332,17.49127,17.25891,16.99141,16.86413,GALAXY,0.05460639,6.252825E-06
18.80395,17.56908,17.01005,16.62938,16.4211,GALAXY,0.0668679,9.064026E-06
18.41313,17.34131,17.16224,16.97311,16.90095,GALAXY,0.05444496,6.280256E-06
19.22702,18.10425,17.21181,16.74297,16.47394,GALAXY,0.2149831,1.746085E-05
19.41392,18.03425,17.41261,17.06731,16.88299,GALAXY,0.09647255,2.683085E-05
18.54084,18.37248,18.31262,18.17471,18.16785,QSO,1.500862,0.0004866859
18.80167,18.85173,18.74873,18.37116,18.36463,QSO,0.2426208,2.682023E-05
18.34727,18.15859,18.09731,18.2469,18.23537,QSO,0.9016885,0.00039632
19.55947,17.74601,16.91778,16.50233,16.17569,GALAXY,0.09056455,1.732029E-05
19.14439,17.73423,17.11455,16.74464,16.50021,GALAXY,0.07296594,1.405654E-05
18.60496,17.55083,17.18285,16.90683,16.79894,GALAXY,0.05964159,7.383899E-06
19.55424,17.59919,16.44755,15.96331,15.61342,GALAXY,0.1551597,2.69171E-05
19.06006,18.87146,18.69728,18.44819,18.3857,QSO,1.782211,0.0007783512
18.88746,17.69318,17.25262,17.01911,16.8795,GALAXY,0.03353434,8.008747E-06
18.97638,18.44229,18.43996,18.37531,18.1545,QSO,2.244349,0.0001989186
19.05451,17.51782,17.10881,16.88169,16.66911,GALAXY,0.03335343,7.569571E-06
18.83339,17.42515,16.74274,16.34236,16.08028,GALAXY,0.06741456,2.305164E-05
19.34933,17.86869,17.37766,17.07506,16.84319,GALAXY,0.06751374,1.669691E-05
19.52894,18.22717,17.42669,17.02743,16.6873,GALAXY,0.1494565,2.772561E-05
16.54456,14.99619,14.43019,14.15115,14.00009,GALAXY,0.0234507,1.059397E-05
18.34167,16.54548,15.86753,15.53916,15.43162,GALAXY,0,0
19.03889,18.85791,18.34357,18.24833,18.2129,QSO,1.276702,0.0002310699
18.45804,17.19253,16.60203,16.2611,16.03054,GALAXY,0.0770314,1.114487E-05
18.48298,18.38274,18.33712,18.17199,18.2358,QSO,1.837061,0.000496138
17.42333,15.94566,15.36972,15.15528,15.02992,GALAXY,0,0
18.82791,17.67262,17.09177,16.70438,16.45594,GALAXY,0.0768398,7.759556E-06
18.99306,17.66603,16.98958,16.60637,16.3507,GALAXY,0.08618898,1.221082E-05
18.49226,16.52057,15.56019,15.08836,14.7225,GALAXY,0.08573391,2.578919E-05
18.45356,17.28753,16.80699,16.47138,16.3135,GALAXY,0.07563155,7.72429E-06
19.23891,19.17728,19.02208,19.09699,18.96685,QSO,0.9595776,0.0005135474
18.81193,16.67865,15.65339,15.19966,14.83222,GALAXY,0.106954,1.997274E-05
18.83237,17.38877,16.66816,16.23987,15.96324,GALAXY,0.0854037,1.186674E-05
18.29149,16.44208,15.5955,15.19063,14.88065,GALAXY,0.06802826,1.50608E-05
19.30372,18.1057,17.54212,17.18009,16.98327,GALAXY,0.0910669,7.891772E-06
19.42538,17.51767,16.54201,16.21618,15.78413,GALAXY,0.09086093,2.281128E-05
19.27788,17.91202,17.22186,16.81035,16.56249,GALAXY,0.09045056,1.063928E-05
18.42164,16.83484,16.0569,15.6376,15.31078,GALAXY,0.02831857,1.458996E-05
19.01484,17.73207,17.02828,16.61797,16.34421,GALAXY,0.1169645,9.790647E-06
19.1035,18.71746,18.79072,18.48569,18.36673,QSO,0.4654993,2.429182E-05
19.19463,18.92733,18.78333,18.61244,18.65529,QSO,1.456602,0.0004807744
18.94805,18.98436,18.81207,18.86981,19.00919,QSO,1.23916,0.0005378989
19.09663,17.71587,17.09229,16.70026,16.43512,GALAXY,0.07167013,1.590651E-05
18.51958,17.43553,17.17212,16.93819,16.8149,GALAXY,0.05093628,1.108836E-05
19.38296,19.28428,19.25075,19.36405,19.22879,QSO,0.8561801,0.0003578569
18.28877,16.94683,16.28349,15.88266,15.64725,GALAXY,0.08148777,1.032489E-05
18.32752,17.54124,17.34241,17.27815,17.21347,GALAXY,0.004223683,5.899265E-06
18.90401,17701,16.93928,16.53801,16.27138,GALAXY,0.1720771,1.65636E-05
18.14599,16.68674,16.05642,15.69297,15.44444,GALAXY,0.04560672,5.659818E-06
18.7104,17.44971,17.01223,16.80397,16.71935,GALAXY,0.04491387,1.476663E-05
19.51765,17.69764,16.79687,16.30336,15918,GALAXY,0.04515168,1.27962E-05
18.72934,18.43515,18.24478,18.1515,17.93937,QSO,1.069977,0.0001827998
16.36162,16.38927,16.41593,16.05988,16.21383,QSO,0.1485947,2.123891E-05
19.00057,17.94431,17.56995,17.3149,17.12872,GALAXY,0.08056383,6.478928E-06
18.97888,18.78313,18.65829,18.48653,18.58553,QSO,1.490352,0.0003889512
18.7433,18.64622,18.41105,18.42722,18.36826,QSO,1.033416,0.0004009311
18.6675,17.54713,17.22552,17.01613,16.85012,GALAXY,0.04454532,1.161621E-05
18.64182,17.62213,17.24048,17.05877,16.91106,GALAXY,0.01705861,1.486128E-05
17.13967,16.56352,16.67097,16.92487,16.84448,GALAXY,0.004417997,3.180983E-06
19.1597,17.4065,16.38035,15.93569,15.56015,GALAXY,0.1296103,2.716801E-05
19.01921,18.43496,18.41006,18.00061,18.21219,GALAXY,0.08230545,4.289161E-06
17.98957,16.6006,16.01954,15.66795,15.43128,GALAXY,0.04843714,9.689048E-06
18.57997,17.34816,16.6945,16.33227,16.07515,GALAXY,0.08206927,1.174112E-05
19.19277,18.42508,18.02825,17.7183,17.69591,GALAXY,0.1185113,6.741836E-06
17.60014,16.40392,15.78025,15.4193,15.21964,GALAXY,0.08127526,1.039895E-05
19.28327,17.27216,16.29336,15.84223,15.49273,GALAXY,0.08222463,2.320183E-05
19.25832,17.60651,16.76,16.33261,16.04063,GALAXY,0.1301878,2.357315E-05
18.27828,16.93111,16.40654,16.07029,15.92953,GALAXY,0.08011046,9.955088E-06
19.11318,17.8203,17.04939,16.61623,16.33739,GALAXY,0.1564008,1.626661E-05
17.9134,16.52261,15.94549,15.61203,15384,GALAXY,0.04585673,1.000987E-05
19.53343,17.68418,16.65186,16.22012,15.8703,GALAXY,0.1311603,2.952001E-05
19.35284,19.26193,19.12358,19.0057,19.18878,QSO,1.463467,0.0003200691
18.76599,17.67799,17.25784,16.95072,16.83738,GALAXY,0.08348384,7.264812E-06
19.04855,18.03434,17.42113,17.04459,16.83986,GALAXY,0.1405989,1.105764E-05
19.28456,19.0557,18.85985,18.82444,18.82035,QSO,1.121437,0.00102418
18.47453,16.72036,15.85623,15.42271,15.06168,GALAXY,0.05007458,1.073967E-05
18.21982,18.14538,18.14989,18.04575,17.94249,QSO,2.018946,0.000128279
18.94848,18.2872,18.25836,18.23901,18.17223,QSO,2.641171,0.000409492
17.86725,16.60073,16.09061,15.7421,15.54751,GALAXY,0.05983537,6.684653E-06
